"x"
"B.1.1.7_SQ9"
"B.1.526_SQ4"
"B.1.351_SQ4"
"B.1.1_SQ19"
"B.1.637_SQ2"
"B.1.351_SQ5"
"B.1.160_SQ2"
"B.1.1.317_SQ2"
"B.1_SQ15"
"B.1.1_SQ20"
"B.1.1_SQ21"
"B.1.1.7_SQ10"
"B.1.427_SQ3"
"B.1.177.81_SQ1"
"B.1.1_SQ22"
"C.36.3_SQ2"
"C.36.3_SQ3"
"B.1.1.7_SQ11"
"P.1_SQ1"
"B.1.1.7_SQ12"
"B.1.429_SQ4"
"B.1.526_SQ5"
"B.1.1.7_SQ13"
"B.1.351.5_SQ1"
"B.1.351_SQ6"
"B.1.1.7_SQ14"
"B.1.160.16_SQ2"
"B.1.619_SQ1"
"D.2_SQ14"
"B.1.160_SQ3"
"B.1.1.7_SQ15"
"B.1.526_SQ6"
"B.1.351_SQ7"
"B.1.1.7_SQ16"
"B.1.1.7_SQ17"
"B.1.429_SQ5"
"P.1.10_SQ1"
"B.1.1.7_SQ18"
"B.1.1.7_SQ19"
"B.1.619_SQ2"
"NA.0bdbfa696b.X_SQ1"
"B.1.1.7_SQ20"
"C.36.3_SQ4"
"A.29_SQ1"
"B.1.1.7_SQ21"
"NA.489f9d2612.X_SQ1"
"B.1.1.7_SQ22"
"B.1.1_SQ23"
"B.1.1.7_SQ23"
"B.1.1.7_SQ24"
"P.1_SQ2"
"P.1_SQ3"
"P.1_SQ4"
"P.1_SQ5"
"P.1_SQ6"
"P.1_SQ7"
"AY.122_SQ1"
"B.1.526_SQ7"
"B.1.637_SQ3"
"B.1.1.7_SQ25"
"P.1_SQ8"
"B.1.526_SQ8"
"B.1.2_SQ10"
"B.1.617.1_SQ2"
"B.1.1.7_SQ26"
"B.1.1.7_SQ27"
"B.1_SQ16"
"B.1.1.7_SQ28"
"B.1.1.7_SQ29"
"C.36.3.1_SQ1"
"B.1.1.7_SQ30"
"Q.4_SQ1"
"B.1.1.7_SQ31"
"NA.6b16429f51.X_SQ1"
"B.1.1_SQ24"
"B.1.1.7_SQ32"
"B.1.1.7_SQ33"
"B.1.351_SQ8"
"B.1.617.2_SQ1"
"B.1.617.2_SQ2"
"B.1.617.2_SQ3"
"B.1.617.1_SQ3"
"B.1_SQ17"
"B.1.617.2_SQ4"
"B.1.1.7_SQ34"
"B.1.1.7_SQ35"
"B.1.526_SQ9"
"B.1.1.7_SQ36"
"B.1.1.7_SQ37"
"P.1_SQ9"
"R.1_SQ4"
"AY.122_SQ2"
"B.1.1.7_SQ38"
"B.1.617.2_SQ5"
"B.1.617.2_SQ6"
"NA.e430b4b202.X_SQ1"
"P.1_SQ10"
"B.1.617.2_SQ7"
"B.1.1.7_SQ39"
"NA.d875ff4b74.X_SQ1"
"NA.fadd61cdce.X_SQ1"
"B.1.637_SQ4"
"B.1.1.7_SQ40"
"B.1.1.7_SQ41"
"C.37_SQ4"
"NA.4c9b1a7205.X_SQ1"
"B.1.621_SQ1"
"B.1.1.7_SQ42"
"B.1.1_SQ25"
"B.1.621_SQ2"
"B.1.1.7_SQ43"
"B.1.1.7_SQ44"
"AZ.2_SQ1"
"AY.X_SQ1"
"B.1.1.318_SQ1"
"B.1.240_SQ2"
"B.1.1.7_SQ45"
"C.36_SQ6"
"C.36.3_SQ5"
"XB_SQ1"
"B.1.621.1_SQ1"
"B.1.1.7_SQ46"
"P.1_SQ11"
"AY.X_SQ2"
"NA.e574681f56.X_SQ1"
"B.1.617.2_SQ8"
"B.1.1.7_SQ47"
"B.1.621_SQ3"
"AY.122_SQ3"
"B.1.617.2_SQ9"
"B.1.617.2_SQ10"
"B.1.637_SQ5"
"B.1.1.7_SQ48"
"B.1.1.7_SQ49"
"B.1.617.2_SQ11"
"B.1.1.7_SQ50"
"A.2.5_SQ1"
"AY.48_SQ1"
"NA.c10f737b17.X_SQ1"
"B.1.617.2_SQ12"
"AY.X_SQ3"
"NA.eda0c4131e.X_SQ1"
"B.1.1.7_SQ51"
"B.1.525_SQ2"
"B.1.1.7_SQ52"
"B.1.1.7_SQ53"
"B.1.351_SQ9"
"B.1.427_SQ4"
"B.1_SQ18"
"B.1.1.7_SQ54"
"P.1_SQ12"
"P.1_SQ13"
"B.1.1.519_SQ5"
"B.1.526_SQ10"
"B.1.1.7_SQ55"
"AY.122_SQ4"
"NA.249d62991c.X_SQ1"
"AY.X_SQ4"
"AY.119.2_SQ1"
"C.37_SQ5"
"B.1.1_SQ26"
"AY.48_SQ2"
"NA.5fac0c2007.X_SQ1"
"AY.23_SQ1"
"AY.23_SQ2"
"NA.e4cf3542f0.X_SQ1"
"B.1.617.2_SQ13"
"B.1.617.2_SQ14"
"B.1.617.2_SQ15"
"B.1.617.2_SQ16"
"B.1.617.2_SQ17"
"NA.01b0e5db70.X_SQ1"
"NA.9dd007416e.X_SQ1"
"B.1.617.2_SQ18"
"NA.2e95ab7058.X_SQ1"
"AY.39.1.1_SQ1"
"AY.39.1.1_SQ2"
"B.1.1.39_SQ2"
"B.1.177_SQ3"
"B.1.1.354_SQ1"
"B.1.X_SQ23"
"B.1.1_SQ27"
"B.1.1.348_SQ1"
"B.1.X_SQ24"
"B.1.1_SQ28"
"B.1_SQ19"
"B.1.36.38_SQ1"
"B.1.2_SQ11"
"B.1.36_SQ4"
"AY.X_SQ5"
"B.1.351_SQ10"
"B.1.1.7_SQ56"
"B.1.1.7_SQ57"
"B.1.1_SQ29"
"AY.65_SQ1"
"AY.X_SQ6"
"B.1.617.2_SQ19"
"B.1.549_SQ1"
"B.1.1.7_SQ58"
"B.1_SQ20"
"B.1.2_SQ12"
"B.1.126_SQ1"
"AY.33_SQ1"
"AY.X_SQ7"
"AY.43_SQ1"
"AY.4_SQ1"
"B.1.617.2_SQ20"
"AY.X_SQ8"
"AY.118_SQ1"
"AY.X_SQ9"
"AY.14_SQ1"
"AY.X_SQ10"
"B.1.617.2_SQ21"
"AY.60_SQ1"
"B.1.617.2_SQ22"
"B.1.617.2_SQ23"
"AY.X_SQ11"
"NA.db6de724d2.X_SQ1"
"B.1.617.2_SQ24"
"B.1.1_SQ30"
"B.1.1_SQ31"
"B.1_SQ21"
"A.23_SQ1"
"AY.47_SQ1"
"AY.3_SQ1"
"AY.44_SQ1"
"XB_SQ2"
"NA.85a3c43495.X_SQ1"
"B.1.36_SQ5"
"AY.4_SQ2"
"B.1.617.2_SQ25"
"B.1.36_SQ6"
"AY.51_SQ1"
"L.3_SQ1"
"B.1.525_SQ3"
"B.1.525_SQ4"
"AY.9.2_SQ1"
"AY.X_SQ12"
"AY.X_SQ13"
"AY.126_SQ1"
"AY.103_SQ1"
"AY.121_SQ1"
"NA.3205ba5e54.X_SQ1"
"B.1.36_SQ7"
"AY.109_SQ1"
"B.1.1_SQ32"
"B.1.1.161_SQ1"
"B.1.617.2_SQ26"
"NA.b10394f55c.X_SQ1"
"AY.4.5_SQ1"
"B.1.617.2_SQ27"
"AY.122_SQ5"
"AY.47_SQ2"
"B.1_SQ22"
"NA.44f39ce1cf.X_SQ1"
"AY.4_SQ3"
"B.1.480_SQ1"
"AY.26_SQ1"
"AY.7.1_SQ1"
"B.1.617.2_SQ28"
"AY.117_SQ1"
"AY.26_SQ2"
"AY.26_SQ3"
"AY.20_SQ1"
"AY.4_SQ4"
"B.1_SQ23"
"B.1.617.2_SQ29"
"A.23.1_SQ2"
"AY.100_SQ1"
"AY.3.1_SQ1"
"AY.26_SQ4"
"AY.43_SQ2"
"AY.3_SQ2"
"AY.34_SQ1"
"AY.34.1_SQ1"
"AY.3_SQ3"
"AY.47_SQ3"
"AY.113_SQ1"
"AY.47_SQ4"
"AY.103_SQ2"
"AY.39_SQ1"
"B.1.617.2_SQ30"
"BA.1.1.18_SQ1"
"AY.43.3_SQ1"
"AY.44_SQ2"
"AY.47_SQ5"
"AY.113_SQ2"
"AY.X_SQ14"
"AY.X_SQ15"
"AY.117_SQ2"
"AY.26_SQ5"
"AY.44_SQ3"
"NA.22d7a28279.X_SQ1"
"AY.39_SQ2"
"AY.65_SQ2"
"AY.112_SQ1"
"NA.3909304715.X_SQ1"
"AY.47_SQ6"
"AY.3_SQ4"
"AY.X_SQ16"
"BA.1.X_SQ1"
"BA.1.X_SQ2"
"BA.1.17.2_SQ1"
"AY.103_SQ3"
"AY.98.1_SQ1"
"AY.X_SQ17"
"AY.46_SQ1"
"AY.46_SQ2"
"P.1_SQ14"
"P.1_SQ15"
"AY.122_SQ6"
"AY.X_SQ18"
"AY.X_SQ19"
"AY.25.1.1_SQ1"
"AY.102_SQ1"
"AY.122_SQ7"
"AY.47_SQ7"
"P.1_SQ16"
"AY.122_SQ8"
"B.1.258.17_SQ1"
"AY.129_SQ1"
"AY.4.9_SQ1"
"AY.6_SQ1"
"AY.25_SQ1"
"B.1.1.7_SQ59"
"B.1.1.7_SQ60"
"BA.1.X_SQ3"
"P.1_SQ17"
"BA.1.17.2_SQ2"
"AY.43_SQ3"
"AY.34.1_SQ2"
"AY.43_SQ4"
"AY.127_SQ1"
"NA.d525fbd25a.X_SQ1"
"AY.X_SQ20"
"AY.X_SQ21"
"AY.103_SQ4"
"AY.122_SQ9"
"AY.129_SQ2"
"AY.127_SQ2"
"AY.125_SQ1"
"AY.121_SQ2"
"AY.4_SQ5"
"AY.127_SQ3"
"AY.122_SQ10"
"AY.44_SQ4"
"BA.1_SQ1"
"BA.1_SQ2"
"BA.1.X_SQ4"
"BA.1_SQ3"
"B.1.617.2_SQ31"
"B.1.1.7_SQ61"
"AY.4.2.2_SQ1"
"AY.43_SQ5"
"B.1.617.2_SQ32"
"AY.4_SQ6"
"AY.4_SQ7"
"AY.4_SQ8"
"BA.2.X_SQ1"
"BA.1.17.2_SQ3"
"BA.1.X_SQ5"
"AY.29_SQ1"
"AY.X_SQ22"
"AY.29_SQ2"
"AY.44_SQ5"
"AY.117_SQ3"
"AY.X_SQ23"
"AY.100_SQ2"
"AY.119.2_SQ2"
"AY.119.2_SQ3"
"B.1.1.7_SQ62"
"AY.29_SQ3"
"AY.X_SQ24"
"AY.100_SQ3"
"AY.117_SQ4"
"AY.3.1_SQ2"
"AY.44_SQ6"
"AY.25.1_SQ1"
"B.1.1.316_SQ2"
"AY.51_SQ2"
"AY.9.2_SQ2"
"AY.127_SQ4"
"AY.122_SQ11"
"AY.125_SQ2"
"AY.X_SQ25"
"BA.1.17.2_SQ4"
"AY.129_SQ3"
"AY.119_SQ1"
"AY.98.1_SQ2"
"AY.4.2.3_SQ1"
"BA.1.1_SQ1"
"AY.131_SQ1"
"NA.4f2faf6191.X_SQ1"
"BA.1.X_SQ6"
"AY.131_SQ2"
"BA.1.15_SQ1"
"BA.1.15_SQ2"
"BA.1.1_SQ2"
"NA.0842d9b903.X_SQ1"
"B.1.1.528_SQ1"
"B.1.1.528_SQ2"
"B.1.351_SQ11"
"B.1.351_SQ12"
"B.1.351_SQ13"
"B.1.351_SQ14"
"AY.32_SQ1"
"AY.32_SQ2"
"AY.32_SQ3"
"BA.1.17_SQ1"
"C.1_SQ1"
"B.1.1.382_SQ1"
"B.1.237_SQ1"
"B.1_SQ24"
"L.3_SQ2"
"B.1.214.3_SQ1"
"B.1.214.2_SQ2"
"B.1.1.318_SQ2"
"B.1.1.318_SQ3"
"B.1.1.318_SQ4"
"BA.1.1_SQ3"
"AY.91_SQ1"
"B.1.351_SQ15"
"B.1.351_SQ16"
"B.1.351_SQ17"
"B.1.525_SQ5"
"C.1.2_SQ1"
"AY.38_SQ1"
"BA.1.X_SQ7"
"AY.6_SQ2"
"BA.2_SQ1"
"AY.127_SQ5"
"B.1.617.2_SQ33"
"AY.4_SQ9"
"AY.98.1_SQ3"
"BA.1.17.2_SQ5"
"BA.1.X_SQ8"
"BA.1.1_SQ4"
"BA.2_SQ2"
"BA.1_SQ4"
"BA.1_SQ5"
"AY.6_SQ3"
"B.1.1.7_SQ63"
"B.1.1.7_SQ64"
"BA.1.15_SQ3"
"BA.1.1_SQ5"
"B.1.1.7_SQ65"
"B.1.1.7_SQ66"
"AY.121_SQ3"
"B.1.617.2_SQ34"
"BA.1.15_SQ4"
"B.1.617.2_SQ35"
"BA.1_SQ6"
"BA.1.X_SQ9"
"BA.1.17.2_SQ6"
"BA.1.1.18_SQ2"
"P.1_SQ18"
"P.1.X_SQ2"
"P.1_SQ19"
"A.2.5.2_SQ1"
"A.2.5.2_SQ2"
"B.1.1.33_SQ2"
"B.1.1.28_SQ2"
"B.1.499_SQ2"
"B.1.1.33_SQ3"
"B.1.1.33_SQ4"
"B.1.1.28_SQ3"
"B.1.1.28_SQ4"
"B.1.499_SQ3"
"P.2_SQ1"
"P.1.X_SQ3"
"P.2_SQ2"
"BA.1.1_SQ6"
"AY.X_SQ26"
"BA.1.X_SQ10"
"BA.1.1_SQ7"
"AY.111_SQ1"
"B.1.617.2_SQ36"
"B.1.617.2_SQ37"
"BA.1.1_SQ8"
"BA.1.1_SQ9"
"BA.1.1_SQ10"
"B.1.351_SQ18"
"BA.1.1_SQ11"
"BA.1.15_SQ5"
"BA.1.1_SQ12"
"BA.2_SQ3"
"BA.1.1.2_SQ1"
"BA.1_SQ7"
"BA.1.17.2_SQ7"
"BA.1.X_SQ11"
"BA.1.17.2_SQ8"
"BA.2_SQ4"
"R.1_SQ5"
"BA.1.15_SQ6"
"BA.1.X_SQ12"
"BA.1.X_SQ13"
"BA.1_SQ8"
"BA.1_SQ9"
"BA.1_SQ10"
"AY.122_SQ12"
"BA.1.1.1_SQ1"
"B.1.1.7_SQ67"
"BA.2_SQ5"
"BA.1.1_SQ13"
"AY.91_SQ2"
"B.1.617.2_SQ38"
"B.1.617.2_SQ39"
"AY.4.2.3_SQ2"
"BA.1_SQ11"
"BA.1.1_SQ14"
"AY.121_SQ4"
"BA.2.X_SQ2"
"B.1.1.529_SQ1"
"BA.1.X_SQ14"
"AY.23_SQ3"
"AY.122_SQ13"
"AY.33_SQ2"
"AY.43_SQ6"
"NA.7db67f0077.X_SQ1"
"BA.1.18_SQ1"
"BA.1.1.X_SQ1"
"BA.1.1_SQ15"
"NA.a6d4ba1b65.X_SQ1"
"BA.2_SQ6"
"AY.X_SQ27"
"BA.1.1.14_SQ1"
"BA.2.9_SQ1"
"AY.46_SQ3"
"BA.2.X_SQ3"
"AY.126_SQ2"
"AY.127_SQ6"
"B.1.617.2_SQ40"
"AY.127_SQ7"
"AY.X_SQ28"
"BA.1.18_SQ2"
"AY.9.2_SQ3"
"BA.1.18_SQ3"
"AY.126_SQ3"
"BA.1.1_SQ16"
"AY.127_SQ8"
"AY.9.2.2_SQ1"
"NA.7489834517.X_SQ1"
"AY.126_SQ4"
"AY.36_SQ1"
"AY.122_SQ14"
"BA.1.X_SQ15"
"BA.1.1.X_SQ2"
"BA.1.1_SQ17"
"BA.1.X_SQ16"
"BA.1.1_SQ18"
"BA.1.1_SQ19"
"AY.4_SQ10"
"BA.1.17.2_SQ9"
"BA.2.X_SQ4"
"B.1.617.2_SQ41"
"AY.44_SQ7"
"BA.2_SQ7"
"BA.1.1_SQ20"
"AY.34.2_SQ1"
"AY.46.2_SQ1"
"AY.4_SQ11"
"AY.43_SQ7"
"BA.2_SQ8"
"BA.1.X_SQ17"
"BA.2_SQ9"
"BA.2_SQ10"
"AY.126_SQ5"
"AY.119_SQ2"
"AY.127.1_SQ1"
"BA.1.1_SQ21"
"B.1.617.2_SQ42"
"BA.1.17.2_SQ10"
"AY.4_SQ12"
"BA.1.17.2_SQ11"
"BA.2.36_SQ1"
"BA.1.1_SQ22"
"BA.1.1.18_SQ3"
"A_SQ4"
"A_SQ5"
"BA.1.1_SQ23"
"BA.2.12.1_SQ1"
"BA.2.12.1_SQ2"
"BA.1.1_SQ24"
"BA.1.1_SQ25"
"BA.1_SQ12"
"P.1.9_SQ1"
"P.1.14_SQ1"
"P.1.X_SQ4"
"AY.46.3_SQ1"
"AY.43_SQ8"
"AY.46.3_SQ2"
"P.1.7_SQ1"
"P.1_SQ20"
"P.1.8_SQ1"
"P.1_SQ21"
"P.1_SQ22"
"P.1.9_SQ2"
"B.1.1.7_SQ68"
"P.1.7_SQ2"
"P.1.7_SQ3"
"P.1_SQ23"
"P.1_SQ24"
"P.1.9_SQ3"
"P.1.9_SQ4"
"P.1.8_SQ2"
"P.1.2_SQ1"
"P.1_SQ25"
"P.1_SQ26"
"P.1_SQ27"
"P.1_SQ28"
"P.1.14_SQ2"
"P.1.9_SQ5"
"AY.26_SQ6"
"AY.100_SQ4"
"P.1_SQ29"
"AY.101_SQ1"
"AY.43_SQ9"
"AY.43_SQ10"
"P.1.7_SQ4"
"AY.34.1.1_SQ1"
"AY.46.3_SQ3"
"P.1.7_SQ5"
"AY.99.2_SQ1"
"AY.34.1.1_SQ2"
"P.1.7_SQ6"
"P.1.7_SQ7"
"P.1.7_SQ8"
"AY.34.1.1_SQ3"
"P.1.11_SQ1"
"AY.99.2_SQ2"
"AY.116.1_SQ1"
"AY.X_SQ29"
"AY.46.3_SQ4"
"AY.34.1.1_SQ4"
"AY.116.1_SQ2"
"AY.34.1.1_SQ5"
"AY.43_SQ11"
"AY.101_SQ2"
"AY.34.1.1_SQ6"
"AY.99.2_SQ3"
"AY.116.1_SQ3"
"BA.1.14_SQ1"
"BA.1.1_SQ26"
"BA.1_SQ13"
"P.1_SQ30"
"AY.43_SQ12"
"BA.1.1_SQ27"
"BA.2_SQ11"
"B.1.617.2_SQ43"
"BA.1.17.2_SQ12"
"NA.1f8113ce27.X_SQ1"
"NA.b32e89dd49.X_SQ1"
"BA.4_SQ1"
"BA.2.12.1_SQ3"
"BA.X_SQ1"
"BA.2.12.1_SQ4"
"AY.39.1.1_SQ3"
"AY.39.1.1_SQ4"
"BA.2.12.1_SQ5"
"BA.2.9_SQ2"
"BA.1.1_SQ28"
"B.1.1.529_SQ2"
"XE_SQ1"
"B.1.36.16_SQ2"
"B.1.1.274_SQ1"
"BA.2.12.1_SQ6"
"BA.2.9_SQ3"
"BA.4.X_SQ1"
"B.1.1.7_SQ69"
"AY.30_SQ1"
"B.1.351_SQ19"
"AY.25_SQ2"
"BA.1.X_SQ18"
"BA.1_SQ14"
"B.1.1.7_SQ70"
"AY.85_SQ1"
"AY.85_SQ2"
"BA.1.1_SQ29"
"BA.1.1_SQ30"
"BA.1.1_SQ31"
"BA.1.1_SQ32"
"BA.1.1_SQ33"
"BD.1_SQ1"
"BA.2.18_SQ1"
"BA.2.10_SQ1"
"BA.2.31.1_SQ1"
"BA.2.12.1_SQ7"
"BA.1_SQ15"
"BA.1.15_SQ7"
"BA.1.1_SQ34"
"BA.2.3.1_SQ1"
"BA.2_SQ12"
"AY.38_SQ2"
"BE.1_SQ1"
"BA.4_SQ2"
"BA.2.56_SQ1"
"NA.13c99d3414.X_SQ1"
"BA.5.1.21_SQ1"
"BA.5.1_SQ1"
"NA.dce0092500.X_SQ1"
"BA.1_SQ16"
"BA.5.2.X_SQ1"
"NA.8f2ad1aa99.X_SQ1"
"BA.2.38.1_SQ1"
"BA.2.X_SQ5"
"BA.4.1_SQ1"
"NA.a7397bbd5d.X_SQ1"
"BA.2.10_SQ2"
"BA.2.12.1_SQ8"
"BA.4.6_SQ1"
"BF.9_SQ1"
"BE.1.1.1_SQ1"
"BA.2.X_SQ6"
"BA.1.18_SQ4"
"BA.2.3_SQ1"
"BA.2_SQ13"
"AY.6_SQ4"
"AY.43_SQ13"
"NA.f806905fa1.X_SQ1"
"NA.cc420cc7df.X_SQ1"
"CK.2_SQ1"
"BA.2.12.1_SQ9"
"BA.4.6_SQ2"
"BA.4.6_SQ3"
"BA.2.12.1_SQ10"
"NA.a3f4f2f115.X_SQ1"
"BA.2.75.2_SQ1"
"AY.85_SQ3"
"BA.2.12.1_SQ11"
"BA.2.10_SQ3"
"BA.4.1.1_SQ1"
"AY.32_SQ4"
"BA.5.2.20_SQ1"
"BA.1.X_SQ19"
"BA.1.1_SQ35"
"BA.1.15_SQ8"
"BA.1.15_SQ9"
"BA.1.15_SQ10"
"BA.1.1_SQ36"
"BA.1.1_SQ37"
"B.1.617.2_SQ44"
"BA.4.1_SQ2"
"B.1.1.420_SQ1"
"A.27_SQ2"
"B.1.416_SQ1"
"BA.2.12.1_SQ12"
"NA.713218f96d.X_SQ1"
"BA.1.1.9_SQ1"
"BA.1.1_SQ38"
"NA.350ea1b58b.X_SQ1"
"BA.2.3_SQ2"
"BA.2.3_SQ3"
"BF.28_SQ1"
"BA.5.2.1_SQ1"
"BF.28_SQ2"
"BA.4_SQ3"
"BA.4_SQ4"
"BA.X_SQ2"
"BA.5.2.1_SQ2"
"BA.5.2_SQ1"
"BA.1.15_SQ11"
"BA.1.1.2_SQ2"
"AY.3_SQ5"
"AY.44_SQ8"
"CK.X_SQ1"
"B.1.1.7_SQ71"
"B.1.617.2_SQ45"
"BA.2.74_SQ1"
"BA.2.3_SQ4"
"NA.5a198faef6.X_SQ1"
"NA.cffbf391c1.X_SQ1"
"NA.0518e69a32.X_SQ1"
"BE.7_SQ1"
"BS.1_SQ1"
"BS.1.X_SQ1"
"B.1.1.7_SQ72"
"BA.4.1_SQ3"
"BA.4.1_SQ4"
"NA.69ff0cf66b.X_SQ1"
"BA.4.1_SQ5"
"BE.3_SQ1"
"NA.ed13c2679c.X_SQ1"
"BA.2.12.1_SQ13"
"BA.5.2_SQ2"
"BE.1.1_SQ1"
"BA.4.1.9_SQ1"
"NA.34b775c182.X_SQ1"
"BQ.1.3_SQ1"
"BE.3_SQ2"
"CK.2_SQ2"
"CT.1_SQ1"
"BA.4.6_SQ4"
"XBB.X_SQ1"
"BQ.1.23_SQ1"
"XBB.1_SQ1"
"BQ.1.1.13_SQ1"
"P.1_SQ31"
"P.1_SQ32"
"P.1.7_SQ9"
"BL.1_SQ1"
"BA.5.1.22_SQ1"
"BA.5.2.4_SQ1"
"BE.3_SQ3"
"CL.1_SQ1"
"BM.1.1.3_SQ1"
"BF.7_SQ1"
"AY.85_SQ4"
"AY.85_SQ5"
"AY.85_SQ6"
"B.1.617.2_SQ46"
"BN.1.3_SQ1"
"BA.5.2_SQ3"
"BQ.1_SQ1"
"BA.4.6.5_SQ1"
"BA.1.1.2_SQ3"
"BF.26_SQ1"
"B.1.1_SQ33"
"B.1.1_SQ34"
"B.1.1.10_SQ1"
"AY.36_SQ2"
"AY.36_SQ3"
"AY.36_SQ4"
"BA.1.15_SQ12"
"BA.1.X_SQ20"
"BA.1.21_SQ1"
"BA.5.1.27_SQ1"
"BN.1.3_SQ2"
"NA.2e9235a98f.X_SQ1"
"BA.4.6_SQ5"
"BQ.1.1.1_SQ1"
"BQ.1.1.5_SQ1"
"CQ.2_SQ1"
