"pangos","Freq","Hash","Lineage"
"B.1.351",1,"59fdc26591","B.1.351"
"B.1.525",1,"4f4e1536c8","B.1.525"
"B.1.258",1,"0349135826","B.1.258"
"B.1.177.53",1,"04eedf7533","B.1.177.53"
"B.1.2",1,"aca2176fec","B.1.2"
"B.1.2",1,"e6cd9aee4e","B.1.2"
"B.1.2",1,"a4c3f1f6ca","B.1.2"
"B.1.1.519",1,"091084899a","B.1.1.519"
"B.1.429",1,"b242937e05","B.1.429"
"C.38",1,"9b6608c598","C.38"
"B.1.1",1,"488151df04","B.1.1"
"C.36",1,"34c3855c32","C.36"
"C.16",1,"95d93eb9e3","C.16"
"B.1.429",1,"c05f30d6d2","B.1.429"
"B.1.1",1,"f63587bf80","B.1.1"
"B.1.429",1,"f28be5e3c8","B.1.429"
"B.1.160.16",1,"2f34a1bbaf","B.1.160.16"
"B.1.1.39",1,"8a9f22a3b4","B.1.1.39"
"B.1.2",1,"152d6c63b2","B.1.2"
"B.1.1.519",1,"698a463204","B.1.1.519"
"B.1.1.7",1,"c8d7aaeea1","B.1.1.7"
"B.1.1.7",1,"386de041e7","B.1.1.7"
"B.1.1.317",1,"1eebb60e1f","B.1.1.317"
"B.1.36.35",1,"095ad8d3b9","B.1.36.35"
"B.1.1",0.5,"c14f1dd388","B.1.1.X"
"B.1.1.203",0.5,"c14f1dd388","B.1.1.X"
"B.1.351",1,"876f1859e9","B.1.351"
"B.1.526",1,"0f414ee002","B.1.526"
"B.1.1.7",1,"06c0373e28","B.1.1.7"
"B.1.351",1,"c514c708d3","B.1.351"
"B.1.36",1,"3904c59fdc","B.1.36"
"B.1.1",0.125,"0f76bb9261","B.1.X"
"B.1.1.10",0.25,"0f76bb9261","B.1.X"
"B.1.1.306",0.125,"0f76bb9261","B.1.X"
"B.1.237",0.25,"0f76bb9261","B.1.X"
"B.1.36",0.25,"0f76bb9261","B.1.X"
"P.1",0.886792452830189,"cfeea5ab2d","P.1.X"
"P.1.1",0.00943396226415094,"cfeea5ab2d","P.1.X"
"P.1.10",0.0283018867924528,"cfeea5ab2d","P.1.X"
"P.1.13",0.00943396226415094,"cfeea5ab2d","P.1.X"
"P.1.17",0.0377358490566038,"cfeea5ab2d","P.1.X"
"P.1.17.1",0.0188679245283019,"cfeea5ab2d","P.1.X"
"P.1.2",0.00943396226415094,"cfeea5ab2d","P.1.X"
"B.1.427",1,"64e328dca4","B.1.427"
"C.37",1,"4bc0284c94","C.37"
"B.1.526",1,"f35180a11e","B.1.526"
"B.1.1.7",1,"c3d5cae8c8","B.1.1.7"
"B.1.1.7",1,"d9c6e3a308","B.1.1.7"
"R.1",1,"465fddb58a","R.1"
"B.1.637",1,"2d1b79b374","B.1.637"
"B.1.1.7",1,"e185f12c11","B.1.1.7"
"A.23.1",1,"73bc62aec2","A.23.1"
"B.1.2",1,"87ce28541b","B.1.2"
"B.1.526",1,"5cf1913267","B.1.526"
"B.1.1",0.5,"13d0795af7","B.1.X"
"B.1.36",0.5,"13d0795af7","B.1.X"
"R.1",1,"ecbf825118","R.1"
"B.1.427",1,"eff641f943","B.1.427"
"B.1.36.8",1,"6d7d9a5086","B.1.36.8"
"B.1.1.33",1,"57c2b17862","B.1.1.33"
"B.1.1.214",1,"392d1b6434","B.1.1.214"
"B.1.1.214",1,"9b0e818cbf","B.1.1.214"
"B.1.1",1,"e78e3cb0fe","B.1.1"
"B.1.1.214",1,"57fb43acbc","B.1.1.214"
"B.1.1.153",0.25,"9c8fd2095b","B.1.X"
"B.1.221",0.25,"9c8fd2095b","B.1.X"
"B.1.241",0.25,"9c8fd2095b","B.1.X"
"B.1.9",0.25,"9c8fd2095b","B.1.X"
"B.1.1.117",0.5,"c22dd82c1f","B.1.X"
"B.1.530",0.5,"c22dd82c1f","B.1.X"
"B.1.214.2",1,"5f9adb638f","B.1.214.2"
"B.1.1.7",1,"8f99f4d788","B.1.1.7"
"B.1.526",1,"bf4a0a140b","B.1.526"
"B.1.351",1,"580f578a9e","B.1.351"
"B.1.1",1,"849e4ae0f9","B.1.1"
"B.1.637",1,"01acd5ed6e","B.1.637"
"B.1.351",1,"77bffa01e4","B.1.351"
"B.1.160",1,"92e801c4d7","B.1.160"
"B.1.1.317",1,"8ee07f8cd6","B.1.1.317"
"B.1",1,"aa707d6fa7","B.1"
"B.1.1",1,"b83b6282cb","B.1.1"
"B.1.1",1,"8204ae3c10","B.1.1"
"B.1.1.7",1,"9d735bd89d","B.1.1.7"
"B.1.427",1,"374767745d","B.1.427"
"B.1.177.81",1,"c4ab762cdf","B.1.177.81"
"B.1.1",1,"e98d6f0255","B.1.1"
"C.36.3",1,"02cdfafe1b","C.36.3"
"C.36.3",1,"cad37b2ea9","C.36.3"
"B.1.1.7",1,"2c53dbd30c","B.1.1.7"
"P.1",1,"76cf2495ee","P.1"
"B.1.1.7",1,"b037913df7","B.1.1.7"
"B.1.429",1,"4620f0d018","B.1.429"
"B.1.526",1,"0830e86d5e","B.1.526"
"B.1.1.7",1,"3cb0ad4a4b","B.1.1.7"
"B.1.351.5",1,"318233825b","B.1.351.5"
"B.1.351",1,"b5bc3bf9ba","B.1.351"
"B.1.1.7",1,"226a98eaee","B.1.1.7"
"B.1.160.16",1,"d75737d487","B.1.160.16"
"B.1.619",1,"cdb239f2f3","B.1.619"
"D.2",1,"ddf9044e7f","D.2"
"B.1.160",1,"c4da1ce6e5","B.1.160"
"B.1.1.7",1,"d9a9990eb0","B.1.1.7"
"B.1.526",1,"b2df7237c1","B.1.526"
"B.1.351",1,"16c0e01603","B.1.351"
"B.1.1.7",1,"8f9d518e23","B.1.1.7"
"B.1.1.7",1,"795548cbda","B.1.1.7"
"B.1.429",1,"4230a0b364","B.1.429"
"P.1.10",1,"6b7ff8832f","P.1.10"
"B.1.1.7",1,"071c0be6ff","B.1.1.7"
"B.1.1.7",1,"fe727391ae","B.1.1.7"
"B.1.619",1,"0d9422f3f9","B.1.619"
"B.1.1.7",0.5,"0bdbfa696b","NA.0bdbfa696b.X"
"XA",0.5,"0bdbfa696b","NA.0bdbfa696b.X"
"B.1.1.7",1,"338bcbcee0","B.1.1.7"
"C.36.3",1,"5423c6f436","C.36.3"
"A.29",1,"470380bf16","A.29"
"B.1.1.7",1,"50649eb682","B.1.1.7"
"AY.100",0.0303030303030303,"489f9d2612","NA.489f9d2612.X"
"AY.101",0.0303030303030303,"489f9d2612","NA.489f9d2612.X"
"AY.25.1",0.0303030303030303,"489f9d2612","NA.489f9d2612.X"
"AY.32",0.212121212121212,"489f9d2612","NA.489f9d2612.X"
"AY.39",0.0909090909090909,"489f9d2612","NA.489f9d2612.X"
"AY.4",0.0303030303030303,"489f9d2612","NA.489f9d2612.X"
"AY.44",0.0303030303030303,"489f9d2612","NA.489f9d2612.X"
"AY.79",0.0303030303030303,"489f9d2612","NA.489f9d2612.X"
"AY.99.2",0.272727272727273,"489f9d2612","NA.489f9d2612.X"
"B.1.617.2",0.242424242424242,"489f9d2612","NA.489f9d2612.X"
"B.1.1.7",1,"8c39cc1164","B.1.1.7"
"B.1.1",1,"46f70f2ea4","B.1.1"
"B.1.1.7",1,"65aca5ad82","B.1.1.7"
"B.1.1.7",1,"dd4a4d734e","B.1.1.7"
"P.1",1,"24f23098f7","P.1"
"P.1",1,"8ec4114f58","P.1"
"P.1",1,"d1745d021a","P.1"
"P.1",1,"17f664623d","P.1"
"P.1",1,"9b44c208c8","P.1"
"P.1",1,"731e89c6b0","P.1"
"AY.122",1,"2a12f558e7","AY.122"
"B.1.526",1,"37db59ef13","B.1.526"
"B.1.637",1,"1ea044d5f1","B.1.637"
"B.1.1.7",1,"4840f4be5f","B.1.1.7"
"P.1",1,"74031cdfcd","P.1"
"B.1.526",1,"e584e8782d","B.1.526"
"B.1.2",1,"ab5986ef1b","B.1.2"
"B.1.617.1",1,"f6f98b5744","B.1.617.1"
"B.1.1.7",1,"084632cae2","B.1.1.7"
"B.1.1.7",1,"40aa36f612","B.1.1.7"
"B.1",1,"9b558c3779","B.1"
"B.1.1.7",1,"065c9c792c","B.1.1.7"
"B.1.1.7",1,"a510cc900a","B.1.1.7"
"C.36.3.1",1,"f11ff5c18e","C.36.3.1"
"B.1.1.7",1,"4c16d8e122","B.1.1.7"
"Q.4",1,"46a61f80a8","Q.4"
"B.1.1.7",1,"6bc76036d4","B.1.1.7"
"AZ.3",0.1,"6b16429f51","NA.6b16429f51.X"
"B.1.1.318",0.9,"6b16429f51","NA.6b16429f51.X"
"B.1.1",1,"5d9c38cb4d","B.1.1"
"B.1.1.7",1,"96108fa92f","B.1.1.7"
"B.1.1.7",1,"571ba922de","B.1.1.7"
"B.1.351",1,"d634d0a5b4","B.1.351"
"B.1.617.2",1,"4cf4df1edf","B.1.617.2"
"B.1.617.2",1,"e61e167e06","B.1.617.2"
"B.1.617.2",1,"a01bf6fa8b","B.1.617.2"
"B.1.617.1",1,"04a0cea873","B.1.617.1"
"B.1",1,"ce44afdfb6","B.1"
"B.1.617.2",1,"0882687d7a","B.1.617.2"
"B.1.1.7",1,"eaa1c5b6e7","B.1.1.7"
"B.1.1.7",1,"a2bd16d3f0","B.1.1.7"
"B.1.526",1,"a235ba6d61","B.1.526"
"B.1.1.7",1,"ede2a42048","B.1.1.7"
"B.1.1.7",1,"7c6fd84660","B.1.1.7"
"P.1",1,"fdec6fca09","P.1"
"R.1",1,"e31f5a2853","R.1"
"AY.122",1,"0293644d3f","AY.122"
"B.1.1.7",1,"a5cc2aa43f","B.1.1.7"
"B.1.617.2",1,"db9c84df7a","B.1.617.2"
"B.1.617.2",1,"4a67f95f39","B.1.617.2"
"AY.122",0.333333333333333,"e430b4b202","NA.e430b4b202.X"
"AY.16",0.333333333333333,"e430b4b202","NA.e430b4b202.X"
"B.1.617.2",0.333333333333333,"e430b4b202","NA.e430b4b202.X"
"P.1",1,"f001adb66e","P.1"
"B.1.617.2",1,"c8f87a788d","B.1.617.2"
"B.1.1.7",1,"75f3bc3090","B.1.1.7"
"B.1.1.7",0.5,"d875ff4b74","NA.d875ff4b74.X"
"Q.1",0.5,"d875ff4b74","NA.d875ff4b74.X"
"B.1.621",0.7,"fadd61cdce","NA.fadd61cdce.X"
"B.1.621.1",0.2,"fadd61cdce","NA.fadd61cdce.X"
"BB.2",0.1,"fadd61cdce","NA.fadd61cdce.X"
"B.1.637",1,"b5e2f2e6a0","B.1.637"
"B.1.1.7",1,"fafd03b2d1","B.1.1.7"
"B.1.1.7",1,"3f316c91fc","B.1.1.7"
"C.37",1,"1783a9aa34","C.37"
"AY.39.1.1",0.333333333333333,"4c9b1a7205","NA.4c9b1a7205.X"
"B.1.617.2",0.666666666666667,"4c9b1a7205","NA.4c9b1a7205.X"
"B.1.621",1,"fc9f190bb7","B.1.621"
"B.1.1.7",1,"fee5f24963","B.1.1.7"
"B.1.1",1,"c52c77ed4d","B.1.1"
"B.1.621",1,"7416c4c679","B.1.621"
"B.1.1.7",1,"d6b45db626","B.1.1.7"
"B.1.1.7",1,"3245e49f08","B.1.1.7"
"AZ.2",1,"d932823621","AZ.2"
"AY.122",0.0555555555555556,"38620f623e","AY.X"
"AY.34",0.144444444444444,"38620f623e","AY.X"
"AY.34.1",0.222222222222222,"38620f623e","AY.X"
"AY.34.1.1",0.577777777777778,"38620f623e","AY.X"
"B.1.1.318",1,"83a19edf52","B.1.1.318"
"B.1.240",1,"e0d079321b","B.1.240"
"B.1.1.7",1,"1bca4b2838","B.1.1.7"
"C.36",1,"9168352f79","C.36"
"C.36.3",1,"50e04920ce","C.36.3"
"XB",1,"7c6cec2c34","XB"
"B.1.621.1",1,"ba08465128","B.1.621.1"
"B.1.1.7",1,"735093a7af","B.1.1.7"
"P.1",1,"109025277b","P.1"
"AY.122",0.666666666666667,"3f33288240","AY.X"
"AY.44",0.333333333333333,"3f33288240","AY.X"
"AY.121",0.764705882352941,"e574681f56","NA.e574681f56.X"
"AY.121.1",0.205882352941176,"e574681f56","NA.e574681f56.X"
"B.1.617.2",0.0294117647058824,"e574681f56","NA.e574681f56.X"
"B.1.617.2",1,"c4d6ce42d9","B.1.617.2"
"B.1.1.7",1,"681fe6271e","B.1.1.7"
"B.1.621",1,"1d9e1a403f","B.1.621"
"AY.122",1,"4e00f2ea40","AY.122"
"B.1.617.2",1,"a6f4bf4dab","B.1.617.2"
"B.1.617.2",1,"20ff1e5cac","B.1.617.2"
"B.1.637",1,"b84c9a106a","B.1.637"
"B.1.1.7",1,"2e6937da9a","B.1.1.7"
"B.1.1.7",1,"0cee59e614","B.1.1.7"
"B.1.617.2",1,"c50cd211fa","B.1.617.2"
"B.1.1.7",1,"926a44449e","B.1.1.7"
"A.2.5",1,"151b48c06d","A.2.5"
"AY.48",1,"17e840c139","AY.48"
"AY.116.1",0.142857142857143,"c10f737b17","NA.c10f737b17.X"
"AY.122",0.142857142857143,"c10f737b17","NA.c10f737b17.X"
"AY.9.2",0.428571428571429,"c10f737b17","NA.c10f737b17.X"
"B.1.617.2",0.285714285714286,"c10f737b17","NA.c10f737b17.X"
"B.1.617.2",1,"fafc69d500","B.1.617.2"
"AY.1",0.857142857142857,"8622672a64","AY.X"
"AY.2",0.0714285714285714,"8622672a64","AY.X"
"AY.4.5",0.0714285714285714,"8622672a64","AY.X"
"AY.4",0.333333333333333,"eda0c4131e","NA.eda0c4131e.X"
"AY.46.3",0.0833333333333333,"eda0c4131e","NA.eda0c4131e.X"
"AY.64",0.416666666666667,"eda0c4131e","NA.eda0c4131e.X"
"B.1.617.2",0.166666666666667,"eda0c4131e","NA.eda0c4131e.X"
"B.1.1.7",1,"7134fd06a7","B.1.1.7"
"B.1.525",1,"c9829e234c","B.1.525"
"B.1.1.7",1,"f8ccc7352e","B.1.1.7"
"B.1.1.7",1,"42eda71115","B.1.1.7"
"B.1.351",1,"6ff958c8b6","B.1.351"
"B.1.427",1,"ae7a016b7c","B.1.427"
"B.1",1,"c627314e42","B.1"
"B.1.1.7",1,"3be7e0f0ff","B.1.1.7"
"P.1",1,"7c912e94ce","P.1"
"P.1",1,"f69dc54dd1","P.1"
"B.1.1.519",1,"ad4460e078","B.1.1.519"
"B.1.526",1,"628ff1490f","B.1.526"
"B.1.1.7",1,"142d6f7ba0","B.1.1.7"
"AY.122",1,"68873828b1","AY.122"
"AY.101",0.125,"249d62991c","NA.249d62991c.X"
"AY.108",0.125,"249d62991c","NA.249d62991c.X"
"AY.112",0.0833333333333333,"249d62991c","NA.249d62991c.X"
"AY.126",0.0416666666666667,"249d62991c","NA.249d62991c.X"
"AY.33",0.0416666666666667,"249d62991c","NA.249d62991c.X"
"AY.35",0.333333333333333,"249d62991c","NA.249d62991c.X"
"AY.36",0.208333333333333,"249d62991c","NA.249d62991c.X"
"B.1.617.2",0.0416666666666667,"249d62991c","NA.249d62991c.X"
"AY.3",0.173913043478261,"e1735b9ceb","AY.X"
"AY.3.1",0.695652173913043,"e1735b9ceb","AY.X"
"AY.3.3",0.0434782608695652,"e1735b9ceb","AY.X"
"AY.4",0.0434782608695652,"e1735b9ceb","AY.X"
"AY.46.6",0.0434782608695652,"e1735b9ceb","AY.X"
"AY.119.2",1,"4b1ffdfcd2","AY.119.2"
"C.37",1,"8bbd4bf5ac","C.37"
"B.1.1",1,"0c1f891aa4","B.1.1"
"AY.48",1,"decc9dd76d","AY.48"
"AY.127",0.125,"5fac0c2007","NA.5fac0c2007.X"
"AY.4",0.125,"5fac0c2007","NA.5fac0c2007.X"
"AY.54",0.375,"5fac0c2007","NA.5fac0c2007.X"
"AY.80",0.125,"5fac0c2007","NA.5fac0c2007.X"
"AY.9.2",0.125,"5fac0c2007","NA.5fac0c2007.X"
"B.1.617.2",0.125,"5fac0c2007","NA.5fac0c2007.X"
"AY.23",1,"eb3f16d601","AY.23"
"AY.23",1,"4df85aa419","AY.23"
"AY.43",0.5,"e4cf3542f0","NA.e4cf3542f0.X"
"B.1.617.2",0.5,"e4cf3542f0","NA.e4cf3542f0.X"
"B.1.617.2",1,"67d2a8d24d","B.1.617.2"
"B.1.617.2",1,"d16f05b7bd","B.1.617.2"
"B.1.617.2",1,"49bb2b156d","B.1.617.2"
"B.1.617.2",1,"d0300d708a","B.1.617.2"
"B.1.617.2",1,"716e601e09","B.1.617.2"
"AY.43",0.5,"01b0e5db70","NA.01b0e5db70.X"
"B.1.617.2",0.5,"01b0e5db70","NA.01b0e5db70.X"
"AY.103",0.2,"9dd007416e","NA.9dd007416e.X"
"AY.43.1",0.2,"9dd007416e","NA.9dd007416e.X"
"AY.44",0.4,"9dd007416e","NA.9dd007416e.X"
"B.1.617.2",0.2,"9dd007416e","NA.9dd007416e.X"
"B.1.617.2",1,"7e86aeaf42","B.1.617.2"
"AY.126",0.5,"2e95ab7058","NA.2e95ab7058.X"
"B.1.617.2",0.5,"2e95ab7058","NA.2e95ab7058.X"
"AY.39.1.1",1,"5b8ad49a88","AY.39.1.1"
"AY.39.1.1",1,"76cb65ef3c","AY.39.1.1"
"B.1.1.39",1,"fa04931df7","B.1.1.39"
"B.1.177",1,"8656b0bd5b","B.1.177"
"B.1.1.354",1,"4d0118cb86","B.1.1.354"
"B.1.1",0.333333333333333,"5881e11a72","B.1.X"
"B.1.471",0.666666666666667,"5881e11a72","B.1.X"
"B.1.1",1,"e47e6e9fcb","B.1.1"
"B.1.1.348",1,"815f130117","B.1.1.348"
"B.1.1.420",0.3,"62668c4af5","B.1.X"
"B.1.36",0.2,"62668c4af5","B.1.X"
"B.1.36.29",0.5,"62668c4af5","B.1.X"
"B.1.1",1,"74c9a8f3f6","B.1.1"
"B.1",1,"ec5b5bc6aa","B.1"
"B.1.36.38",1,"a18a8c3a1a","B.1.36.38"
"B.1.2",1,"6f9ce38206","B.1.2"
"B.1.36",1,"110f3cbcf0","B.1.36"
"AY.29",0.75,"ab76e2be58","AY.X"
"AY.54",0.25,"ab76e2be58","AY.X"
"B.1.351",1,"4f920a04a1","B.1.351"
"B.1.1.7",1,"8bf744731f","B.1.1.7"
"B.1.1.7",1,"1dc3a98394","B.1.1.7"
"B.1.1",1,"b31ceb8817","B.1.1"
"AY.65",1,"349eeb0170","AY.65"
"AY.127.1",0.666666666666667,"da49e4fd53","AY.X"
"AY.33",0.222222222222222,"da49e4fd53","AY.X"
"AY.43",0.111111111111111,"da49e4fd53","AY.X"
"B.1.617.2",1,"df8325e201","B.1.617.2"
"B.1.549",1,"74bcd5d3de","B.1.549"
"B.1.1.7",1,"3b5e2a6d07","B.1.1.7"
"B.1",1,"89c820a010","B.1"
"B.1.2",1,"2507792704","B.1.2"
"B.1.126",1,"c7979264c1","B.1.126"
"AY.33",1,"52c61c911f","AY.33"
"AY.109",0.2,"1d660503ea","AY.X"
"AY.125",0.2,"1d660503ea","AY.X"
"AY.39",0.2,"1d660503ea","AY.X"
"AY.43.1",0.2,"1d660503ea","AY.X"
"AY.75",0.2,"1d660503ea","AY.X"
"AY.43",1,"321fdf4f4c","AY.43"
"AY.4",1,"8dbdf5e55c","AY.4"
"B.1.617.2",1,"8ca2e12dab","B.1.617.2"
"AY.122",0.111111111111111,"f9306051cd","AY.X"
"AY.25.1",0.111111111111111,"f9306051cd","AY.X"
"AY.3",0.111111111111111,"f9306051cd","AY.X"
"AY.4",0.111111111111111,"f9306051cd","AY.X"
"AY.43.1",0.333333333333333,"f9306051cd","AY.X"
"AY.57",0.111111111111111,"f9306051cd","AY.X"
"AY.85",0.111111111111111,"f9306051cd","AY.X"
"AY.118",1,"e988c1b0c8","AY.118"
"AY.103",0.5,"79749dcca0","AY.X"
"AY.7.1",0.5,"79749dcca0","AY.X"
"AY.14",1,"c849ac1cfb","AY.14"
"AY.103",0.1,"6525b7557c","AY.X"
"AY.122",0.2,"6525b7557c","AY.X"
"AY.122.3",0.1,"6525b7557c","AY.X"
"AY.126",0.05,"6525b7557c","AY.X"
"AY.129",0.05,"6525b7557c","AY.X"
"AY.25.1",0.05,"6525b7557c","AY.X"
"AY.33",0.05,"6525b7557c","AY.X"
"AY.4",0.1,"6525b7557c","AY.X"
"AY.4.5",0.05,"6525b7557c","AY.X"
"AY.46.3",0.2,"6525b7557c","AY.X"
"AY.6",0.05,"6525b7557c","AY.X"
"B.1.617.2",1,"b357020c75","B.1.617.2"
"AY.60",1,"2113f50f4c","AY.60"
"B.1.617.2",1,"0455dec322","B.1.617.2"
"B.1.617.2",1,"c1cab74d0e","B.1.617.2"
"AY.129",0.333333333333333,"b4b479e4b4","AY.X"
"AY.85",0.666666666666667,"b4b479e4b4","AY.X"
"AY.122",0.25,"db6de724d2","NA.db6de724d2.X"
"AY.43",0.25,"db6de724d2","NA.db6de724d2.X"
"B.1.617.2",0.5,"db6de724d2","NA.db6de724d2.X"
"B.1.617.2",1,"6dcd47b686","B.1.617.2"
"B.1.1",1,"83914feb02","B.1.1"
"B.1.1",1,"6464cf2e99","B.1.1"
"B.1",1,"cd4572cc87","B.1"
"A.23",1,"be392b84c4","A.23"
"AY.47",1,"2466644dc9","AY.47"
"AY.3",1,"54d25915d5","AY.3"
"AY.44",1,"34826d4a01","AY.44"
"XB",1,"32be9a641d","XB"
"AY.101",0.3,"85a3c43495","NA.85a3c43495.X"
"AY.116.1",0.1,"85a3c43495","NA.85a3c43495.X"
"AY.20",0.2,"85a3c43495","NA.85a3c43495.X"
"B.1.617.2",0.4,"85a3c43495","NA.85a3c43495.X"
"B.1.36",1,"78d06b474d","B.1.36"
"AY.4",1,"2ee49fb77f","AY.4"
"B.1.617.2",1,"bae6318434","B.1.617.2"
"B.1.36",1,"6eefa4adb8","B.1.36"
"AY.51",1,"c95bdef5ee","AY.51"
"L.3",1,"9f179fc17b","L.3"
"B.1.525",1,"6585e9b4de","B.1.525"
"B.1.525",1,"fa3872b83b","B.1.525"
"AY.9.2",1,"fa345e626b","AY.9.2"
"AY.4.3",0.5,"582139f4f6","AY.X"
"AY.46.2",0.5,"582139f4f6","AY.X"
"AY.126",0.25,"ddbca63b8d","AY.X"
"AY.41",0.75,"ddbca63b8d","AY.X"
"AY.126",1,"f5a3129355","AY.126"
"AY.103",1,"c8780f94b9","AY.103"
"AY.121",1,"ed026711d1","AY.121"
"AY.100",0.111111111111111,"3205ba5e54","NA.3205ba5e54.X"
"AY.122",0.222222222222222,"3205ba5e54","NA.3205ba5e54.X"
"AY.26",0.111111111111111,"3205ba5e54","NA.3205ba5e54.X"
"AY.4",0.111111111111111,"3205ba5e54","NA.3205ba5e54.X"
"AY.7.1",0.111111111111111,"3205ba5e54","NA.3205ba5e54.X"
"AY.99.2",0.222222222222222,"3205ba5e54","NA.3205ba5e54.X"
"B.1.617.2",0.111111111111111,"3205ba5e54","NA.3205ba5e54.X"
"B.1.36",1,"d6353276e9","B.1.36"
"AY.109",1,"0345702d47","AY.109"
"B.1.1",1,"8f82959e02","B.1.1"
"B.1.1.161",1,"fa0940c542","B.1.1.161"
"B.1.617.2",1,"50be65cf9c","B.1.617.2"
"AY.116",0.333333333333333,"b10394f55c","NA.b10394f55c.X"
"AY.43",0.333333333333333,"b10394f55c","NA.b10394f55c.X"
"B.1.617.2",0.333333333333333,"b10394f55c","NA.b10394f55c.X"
"AY.4.5",1,"971719fdde","AY.4.5"
"B.1.617.2",1,"d491c634a6","B.1.617.2"
"AY.122",1,"8a84903407","AY.122"
"AY.47",1,"5d6a27377c","AY.47"
"B.1",1,"c6e26352eb","B.1"
"AY.101",0.125,"44f39ce1cf","NA.44f39ce1cf.X"
"AY.16",0.125,"44f39ce1cf","NA.44f39ce1cf.X"
"B.1.617.2",0.75,"44f39ce1cf","NA.44f39ce1cf.X"
"AY.4",1,"afdab04d32","AY.4"
"B.1.480",1,"c0154e5c0a","B.1.480"
"AY.26",1,"2c488896ec","AY.26"
"AY.7.1",1,"395710c0b5","AY.7.1"
"B.1.617.2",1,"a55889ae0a","B.1.617.2"
"AY.117",1,"6fe446a4c5","AY.117"
"AY.26",1,"ddfaf0f9c7","AY.26"
"AY.26",1,"740782f5fb","AY.26"
"AY.20",1,"405b42876f","AY.20"
"AY.4",1,"3ef34b7888","AY.4"
"B.1",1,"2942d708f6","B.1"
"B.1.617.2",1,"02ae611176","B.1.617.2"
"A.23.1",1,"973f9122c6","A.23.1"
"AY.100",1,"904186a00d","AY.100"
"AY.3.1",1,"96fd3b2420","AY.3.1"
"AY.26",1,"e965cc0afa","AY.26"
"AY.43",1,"d41059251f","AY.43"
"AY.3",1,"141f58770d","AY.3"
"AY.34",1,"4aa37fa6bd","AY.34"
"AY.34.1",1,"e6103d4b3e","AY.34.1"
"AY.3",1,"fede5f4899","AY.3"
"AY.47",1,"8b8615de62","AY.47"
"AY.113",1,"065592108e","AY.113"
"AY.47",1,"24be26b56e","AY.47"
"AY.103",1,"a918922b34","AY.103"
"AY.39",1,"bd5d00402a","AY.39"
"B.1.617.2",1,"a6e8a07a84","B.1.617.2"
"BA.1.1.18",1,"dfb5791656","BA.1.1.18"
"AY.43.3",1,"97f8146547","AY.43.3"
"AY.44",1,"0405be0888","AY.44"
"AY.47",1,"f7e3977633","AY.47"
"AY.113",1,"2637adec1c","AY.113"
"AY.103",0.5,"ab2cfb94eb","AY.X"
"AY.4",0.5,"ab2cfb94eb","AY.X"
"AY.100",0.333333333333333,"53efb91428","AY.X"
"AY.39",0.333333333333333,"53efb91428","AY.X"
"AY.44",0.333333333333333,"53efb91428","AY.X"
"AY.117",1,"bd39b4d582","AY.117"
"AY.26",1,"91b4e6bd80","AY.26"
"AY.44",1,"61768b3356","AY.44"
"AY.103",0.222222222222222,"22d7a28279","NA.22d7a28279.X"
"AY.122",0.444444444444444,"22d7a28279","NA.22d7a28279.X"
"AY.5",0.111111111111111,"22d7a28279","NA.22d7a28279.X"
"AY.57",0.111111111111111,"22d7a28279","NA.22d7a28279.X"
"B.1.617.2",0.111111111111111,"22d7a28279","NA.22d7a28279.X"
"AY.39",1,"4298f8237b","AY.39"
"AY.65",1,"4579d64fdc","AY.65"
"AY.112",1,"55bdaf2884","AY.112"
"BA.1",0.0866510538641686,"3909304715","NA.3909304715.X"
"BA.1.1",0.440281030444965,"3909304715","NA.3909304715.X"
"BA.1.1.1",0.053864168618267,"3909304715","NA.3909304715.X"
"BA.1.1.10",0.00702576112412178,"3909304715","NA.3909304715.X"
"BA.1.1.11",0.00234192037470726,"3909304715","NA.3909304715.X"
"BA.1.1.13",0.00936768149882904,"3909304715","NA.3909304715.X"
"BA.1.1.14",0.00702576112412178,"3909304715","NA.3909304715.X"
"BA.1.1.15",0.0304449648711944,"3909304715","NA.3909304715.X"
"BA.1.1.18",0.0234192037470726,"3909304715","NA.3909304715.X"
"BA.1.1.2",0.0281030444964871,"3909304715","NA.3909304715.X"
"BA.1.1.7",0.00936768149882904,"3909304715","NA.3909304715.X"
"BA.1.1.9",0.0444964871194379,"3909304715","NA.3909304715.X"
"BA.1.14",0.00468384074941452,"3909304715","NA.3909304715.X"
"BA.1.14.1",0.00702576112412178,"3909304715","NA.3909304715.X"
"BA.1.14.2",0.00468384074941452,"3909304715","NA.3909304715.X"
"BA.1.15",0.11943793911007,"3909304715","NA.3909304715.X"
"BA.1.15.1",0.0351288056206089,"3909304715","NA.3909304715.X"
"BA.1.16",0.00468384074941452,"3909304715","NA.3909304715.X"
"BA.1.17",0.0327868852459016,"3909304715","NA.3909304715.X"
"BA.1.18",0.0304449648711944,"3909304715","NA.3909304715.X"
"BA.1.19",0.00234192037470726,"3909304715","NA.3909304715.X"
"BA.1.20",0.00702576112412178,"3909304715","NA.3909304715.X"
"BA.1.22",0.00234192037470726,"3909304715","NA.3909304715.X"
"BA.1.8",0.00468384074941452,"3909304715","NA.3909304715.X"
"BC.1",0.00234192037470726,"3909304715","NA.3909304715.X"
"AY.47",1,"95153e09c9","AY.47"
